,total_acidity,chlorides,pH,sulphates,alcohol,quality
4257,6.3500000000000005,0.033,2.96,0.35,12.0,0
4258,6.33,0.034,2.96,0.34,12.1,1
4259,4.129999999999999,0.036,3.75,0.44,12.4,1
4260,6.78,0.038,3.22,0.4,11.2,1
4261,6.58,0.042,3.32,0.41,12.7,1
4262,7.96,0.036,3.26,0.47,12.2,1
4263,7.6,0.036,3.26,0.46,12.2,1
4264,6.16,0.042,3.23,0.37,12.2,1
4265,6.78,0.038,3.22,0.4,11.2,1
4266,6.58,0.042,3.32,0.41,12.7,1
4267,6.5600000000000005,0.044,3.31,0.41,12.7,1
4268,6.21,0.04,3.17,0.36,12.1,1
4269,7.79,0.045,3.11,0.53,9.4,0
4270,7.109999999999999,0.041,3.07,0.5,10.1,1
4271,7.5200000000000005,0.043,3.08,0.54,9.4,0
4272,6.12,0.044,3.22,0.46,8.9,1
4273,6.12,0.044,3.22,0.46,8.9,1
4274,6.12,0.044,3.22,0.46,8.9,1
4275,6.12,0.044,3.22,0.46,8.9,1
4276,5.71,0.027,3.56,0.45,13.0,1
4277,7.77,0.054,3.08,0.5,10.3,0
4278,6.069999999999999,0.04,3.07,0.45,10.1,0
4279,6.710000000000001,0.04,3.23,0.38,10.5,1
4280,6.12,0.044,3.22,0.46,8.9,1
4281,6.2,0.059,3.3,0.5,10.1,0
4282,6.2,0.059,3.3,0.5,10.1,0
4283,6.46,0.049,3.15,0.42,11.0,1
4284,6.46,0.049,3.15,0.42,11.0,1
4285,6.46,0.049,3.15,0.42,11.0,1
4286,6.46,0.049,3.15,0.42,11.0,1
4287,8.05,0.046,3.08,0.43,10.0,0
4288,7.53,0.03,2.88,0.54,10.5,1
4289,7.129999999999999,0.048,2.87,0.49,9.7,1
4290,6.2,0.059,3.3,0.5,10.1,0
4291,7.7700000000000005,0.045,3.25,0.76,9.4,0
4292,7.44,0.041,3.17,0.55,11.2,1
4293,7.7700000000000005,0.045,3.25,0.76,9.4,0
4294,7.9,0.046,3.1,0.55,10.8,0
4295,7.7700000000000005,0.045,3.25,0.76,9.4,0
4296,7.44,0.041,3.17,0.55,11.2,1
4297,7.55,0.037,3.13,0.49,11.0,1
4298,5.859999999999999,0.038,3.44,0.46,12.4,1
4299,6.88,0.208,3.1,0.4,9.4,1
4300,6.99,0.209,3.1,0.4,9.4,0
4301,7.7700000000000005,0.105,3.01,0.58,9.5,0
4302,7.879999999999999,0.034,3.05,0.52,10.0,1
4303,7.45,0.043,3.16,0.31,12.5,1
4304,6.59,0.044,3.39,0.59,10.9,1
4305,6.390000000000001,0.044,3.38,0.58,10.5,1
4306,6.609999999999999,0.05,3.22,0.37,10.8,1
4307,6.99,0.039,3.38,0.57,11.0,1
4308,6.75,0.036,3.33,0.61,11.8,1
4309,7.1899999999999995,0.038,3.36,0.71,12.6,1
4310,6.0649999999999995,0.054,3.17,0.39,10.2,1
4311,7.61,0.046,3.12,0.31,12.0,0
4312,7.45,0.043,3.16,0.31,12.5,1
4313,6.97,0.04,3.32,0.65,11.5,1
4314,6.93,0.035,3.2,0.39,11.94,1
4315,7.3500000000000005,0.035,3.12,0.44,12.89333333,1
4316,7.985,0.086,3.13,0.4,9.4,0
4317,7.3,0.038,3.0,0.47,12.2,1
4318,6.93,0.035,3.2,0.39,11.94,1
4319,7.3500000000000005,0.035,3.12,0.44,12.89333333,1
4320,7.01,0.056,3.16,0.5,9.5,0
4321,6.8,0.036,3.0,0.33,10.6,1
4322,7.890000000000001,0.042,3.04,0.68,10.5,1
4323,8.97,0.037,2.89,0.3,11.46666667,1
4324,6.380000000000001,0.043,3.4,0.41,11.4,1
4325,6.9,0.054,3.12,0.5,9.5,0
4326,8.120000000000001,0.052,3.11,0.52,9.2,0
4327,6.9,0.054,3.12,0.5,9.5,0
4328,7.010000000000001,0.043,3.23,0.53,10.98,0
4329,6.890000000000001,0.054,3.12,0.49,9.4,0
4330,6.9,0.054,3.12,0.5,9.5,0
4331,8.120000000000001,0.052,3.11,0.52,9.2,0
4332,7.76,0.057,2.94,0.41,8.8,1
4333,7.76,0.057,2.94,0.41,8.8,1
4334,7.76,0.057,2.94,0.41,8.8,1
4335,7.76,0.057,2.94,0.41,8.8,1
4336,7.76,0.057,2.94,0.41,8.8,1
4337,7.76,0.057,2.94,0.41,8.8,1
4338,7.76,0.057,2.94,0.41,8.8,1
4339,7.33,0.044,3.23,0.64,10.4,1
4340,7.76,0.057,2.94,0.41,8.8,1
4341,8.19,0.054,3.04,0.62,10.03333333,1
4342,6.33,0.052,3.44,0.69,11.3,1
4343,6.27,0.024,3.37,0.58,10.4,1
4344,7.66,0.176,2.96,0.43,9.2,1
4345,7.6499999999999995,0.034,3.11,0.54,11.1,1
4346,7.66,0.176,2.96,0.43,9.2,1
4347,7.63,0.034,3.03,0.56,11.3,1
4348,8.43,0.042,2.98,0.47,9.1,1
4349,7.82,0.108,2.96,0.57,9.4,0
4350,7.61,0.015,2.82,0.59,13.2,1
4351,6.99,0.039,3.22,0.38,12.7,1
4352,7.93,0.054,3.18,0.47,10.7,0
4353,7.86,0.064,3.11,0.42,11.43333333,1
4354,6.98,0.049,3.27,0.45,11.1,1
4355,6.99,0.039,3.22,0.38,12.7,1
4356,6.78,0.046,3.25,0.51,10.53333333,0
4357,6.5200000000000005,0.04,3.31,0.52,11.6,1
4358,6.930000000000001,0.05,3.18,0.48,9.533333333,0
4359,7.74,0.062,3.17,0.44,9.8,1
4360,7.93,0.054,3.18,0.47,10.7,0
4361,7.03,0.039,3.22,0.65,12.0,1
4362,6.710000000000001,0.039,3.12,0.37,12.8,1
4363,7.659999999999999,0.048,3.14,0.4,9.5,0
4364,6.9,0.041,2.99,0.34,10.93333333,1
4365,6.82,0.063,2.86,0.41,9.1,0
4366,6.470000000000001,0.035,3.26,0.42,12.6,1
4367,7.659999999999999,0.048,3.14,0.4,9.5,0
4368,7.08,0.041,2.98,0.3,10.9,1
4369,6.9,0.041,2.99,0.34,10.93333333,1
4370,6.91,0.096,3.02,0.44,9.6,0
4371,7.510000000000001,0.053,3.18,0.56,9.3,0
4372,7.5600000000000005,0.038,3.05,0.37,11.36666667,1
4373,6.64,0.043,3.14,0.44,12.5,1
4374,6.96,0.051,3.16,0.5,9.5,0
4375,6.640000000000001,0.041,3.22,0.54,11.0,1
4376,6.6499999999999995,0.042,3.02,0.53,9.4,0
4377,6.9,0.035,3.21,0.76,11.33333333,1
4378,7.015000000000001,0.041,2.94,0.51,8.8,0
4379,6.6499999999999995,0.042,3.02,0.53,9.4,0
4380,6.3,0.05,3.31,0.5,11.06666667,1
4381,6.970000000000001,0.058,3.22,0.49,12.2,1
4382,7.5,0.041,3.2,0.53,11.0,1
4383,6.9,0.035,3.21,0.76,11.33333333,1
4384,6.87,0.05,3.23,0.48,9.5,0
4385,6.87,0.05,3.23,0.48,9.5,0
4386,6.579999999999999,0.043,3.28,0.52,11.0,1
4387,7.64,0.039,3.11,0.75,11.2,1
4388,7.25,0.036,3.08,0.36,9.3,1
4389,6.8,0.04,3.05,0.31,10.8,0
4390,6.890000000000001,0.057,3.14,0.51,9.2,0
4391,7.89,0.048,3.25,0.77,9.4,0
4392,6.890000000000001,0.057,3.14,0.51,9.2,0
4393,6.86,0.047,3.25,0.35,10.5,1
4394,6.76,0.046,3.26,0.35,10.8,1
4395,7.06,0.051,3.1,0.67,9.4,0
4396,7.93,0.053,3.11,0.6,9.8,0
4397,7.93,0.053,3.11,0.6,9.8,0
4398,7.93,0.053,3.11,0.6,9.8,0
4399,7.06,0.051,3.1,0.67,9.4,0
4400,7.93,0.053,3.11,0.6,9.8,0
4401,7.77,0.041,3.02,0.96,12.1,1
4402,7.489999999999999,0.043,3.17,0.41,12.3,1
4403,5.88,0.066,3.19,0.42,9.733333333,0
4404,6.3500000000000005,0.044,3.21,0.36,9.4,0
4405,6.3500000000000005,0.044,3.21,0.36,9.4,0
4406,6.88,0.037,3.17,0.36,12.8,1
4407,6.8100000000000005,0.046,2.92,0.47,11.05,1
4408,6.15,0.044,3.21,0.36,9.4,0
4409,6.88,0.037,3.17,0.36,12.8,1
4410,6.41,0.069,3.11,0.46,9.733333333,0
4411,6.4799999999999995,0.039,3.23,0.58,13.1,1
4412,7.639999999999999,0.041,3.04,0.52,11.5,1
4413,6.4799999999999995,0.039,3.23,0.58,13.1,1
4414,7.639999999999999,0.041,3.04,0.52,11.5,1
4415,6.824999999999999,0.061,3.08,0.5,9.1,0
4416,6.41,0.069,3.11,0.46,9.75,0
4417,6.7,0.04,3.19,0.48,10.5,1
4418,7.05,0.047,3.08,0.46,8.8,1
4419,7.05,0.047,3.08,0.46,8.8,1
4420,7.05,0.047,3.08,0.46,8.8,1
4421,7.05,0.047,3.08,0.46,8.8,1
4422,6.7,0.04,3.19,0.48,10.5,1
4423,6.7,0.04,3.19,0.48,10.5,1
4424,7.05,0.047,3.08,0.46,8.8,1
4425,6.819999999999999,0.045,3.22,0.49,9.9,1
4426,6.93,0.047,3.22,0.49,9.9,1
4427,6.88,0.044,3.11,0.58,9.9,0
4428,7.610000000000001,0.038,3.2,0.42,12.2,1
4429,6.749999999999999,0.042,3.27,0.47,10.8,1
4430,9.049999999999999,0.051,2.96,0.39,8.7,0
4431,7.26,0.043,3.21,0.47,13.2,1
4432,7.2,0.03,3.15,0.38,12.7,1
4433,7.720000000000001,0.06,3.21,0.44,9.4,0
4434,7.680000000000001,0.045,3.25,0.53,11.2,1
4435,7.09,0.051,3.24,0.56,11.33333333,1
4436,7.260000000000001,0.051,3.36,0.58,11.9,1
4437,7.09,0.051,3.24,0.56,11.35,1
4438,6.5,0.046,3.22,0.39,10.5,0
4439,7.83,0.048,3.09,0.49,9.8,0
4440,7.35,0.051,3.06,0.54,9.1,0
4441,7.119999999999999,0.033,3.16,0.37,12.4,1
4442,7.35,0.051,3.06,0.54,9.1,0
4443,7.83,0.048,3.09,0.49,9.8,0
4444,5.6,0.031,3.39,0.4,11.3,1
4445,5.6,0.031,3.39,0.4,11.3,1
4446,4.96,0.024,3.48,0.34,13.1,1
4447,7.27,0.035,3.04,0.37,12.5,1
4448,7.85,0.045,3.18,0.54,10.3,0
4449,6.9,0.039,3.23,0.43,10.7,1
4450,7.44,0.04,3.05,0.65,10.4,1
4451,6.79,0.049,3.22,0.48,9.5,0
4452,6.909999999999999,0.048,3.24,0.45,9.8,0
4453,7.27,0.035,3.04,0.37,12.5,1
4454,7.039999999999999,0.051,3.0,0.43,9.4,1
4455,6.57,0.051,3.14,0.5,9.0,0
4456,6.57,0.051,3.14,0.5,9.0,0
4457,6.57,0.051,3.14,0.5,9.0,0
4458,7.209999999999999,0.045,3.24,0.48,13.0,1
4459,6.3,0.041,3.27,0.5,9.9,0
4460,7.039999999999999,0.051,3.0,0.43,9.4,1
4461,8.22,0.044,3.27,0.56,10.6,1
4462,7.72,0.038,3.23,0.47,13.4,1
4463,7.340000000000001,0.031,3.12,0.35,12.5,1
4464,7.42,0.053,3.11,0.49,9.3,0
4465,7.42,0.053,3.11,0.49,9.3,0
4466,6.760000000000001,0.051,3.36,0.52,11.0,0
4467,6.82,0.054,3.2,0.48,10.3,0
4468,6.65,0.051,3.24,0.57,11.3,1
4469,6.9,0.042,3.03,0.63,10.9,1
4470,5.135,0.042,3.76,0.49,11.3,1
4471,6.680000000000001,0.039,3.36,0.47,12.1,1
4472,7.5600000000000005,0.039,3.18,0.65,11.1,0
4473,7.66,0.271,3.11,0.63,9.8,0
4474,6.17,0.049,3.2,0.45,10.1,1
4475,6.25,0.036,3.26,0.58,12.4,1
4476,6.58,0.034,3.11,0.52,12.7,1
4477,6.98,0.05,3.14,0.5,9.6,0
4478,6.98,0.05,3.14,0.5,9.6,0
4479,6.8149999999999995,0.053,3.24,0.46,9.1,0
4480,6.57,0.12,3.1,0.35,12.8,0
4481,6.98,0.05,3.14,0.5,9.6,0
4482,6.83,0.037,3.18,0.37,12.4,1
4483,6.26,0.058,3.23,0.58,9.55,0
4484,6.614999999999999,0.053,3.24,0.46,9.1,0
4485,7.34,0.033,3.29,0.65,12.5,1
4486,6.800000000000001,0.05,3.16,0.4,9.9,1
4487,6.8100000000000005,0.045,3.47,0.52,11.2,1
4488,7.67,0.03,3.13,0.4,13.0,1
4489,7.67,0.03,3.13,0.4,13.0,1
4490,6.43,0.033,3.2,0.44,11.7,1
4491,6.61,0.038,2.97,0.7,13.1,1
4492,6.5600000000000005,0.032,3.08,0.66,12.0,1
4493,7.359999999999999,0.043,3.36,0.55,10.55,1
4494,8.03,0.046,3.04,0.39,11.45,1
4495,7.42,0.053,3.18,0.64,10.2,1
4496,8.03,0.046,3.04,0.39,11.45,1
4497,6.89,0.212,3.1,0.4,9.3,0
4498,7.25,0.052,3.09,0.54,10.8,0
4499,5.84,0.053,3.27,0.45,12.2,1
4500,8.4,0.053,3.2,0.55,11.0,1
4501,7.35,0.055,3.35,0.54,10.4,1
4502,7.659999999999999,0.05,3.14,0.51,11.4,1
4503,6.42,0.041,3.26,0.72,14.05,1
4504,7.050000000000001,0.051,3.03,0.42,10.7,0
4505,6.910000000000001,0.051,3.15,0.52,10.2,0
4506,7.07,0.044,3.22,0.69,11.2,1
4507,5.534999999999999,0.036,3.4,0.51,12.33333333,0
4508,6.359999999999999,0.034,3.2,0.38,11.5,0
4509,7.1000000000000005,0.061,3.07,0.55,9.5,0
4510,7.43,0.047,3.24,0.56,13.4,1
4511,6.6899999999999995,0.034,3.36,0.4,12.5,1
4512,6.6899999999999995,0.034,3.36,0.4,12.5,1
4513,7.49,0.044,3.12,0.42,11.2,1
4514,6.68,0.051,3.19,0.5,8.8,0
4515,7.64,0.039,3.06,0.59,11.2,1
4516,6.840000000000001,0.036,3.16,0.48,12.7,1
4517,7.14,0.049,3.0,0.38,9.8,1
4518,9.53,0.049,3.14,0.36,9.8,1
4519,6.1499999999999995,0.058,3.32,0.42,11.7,1
4520,6.419999999999999,0.052,3.19,0.46,9.8,0
4521,6.86,0.048,3.17,0.51,9.6,0
4522,9.53,0.049,3.14,0.36,9.8,1
4523,7.13,0.048,3.12,0.37,9.7,0
4524,7.01,0.049,3.16,0.38,10.0,1
4525,6.1499999999999995,0.058,3.32,0.42,11.7,1
4526,6.29,0.058,3.32,0.38,12.3,1
4527,7.14,0.049,3.0,0.38,9.8,1
4528,6.960000000000001,0.068,3.03,0.38,9.0,1
4529,8.09,0.047,3.06,0.45,9.1,1
4530,8.120000000000001,0.049,3.06,0.45,9.1,1
4531,8.120000000000001,0.049,3.06,0.45,9.1,1
4532,6.13,0.056,3.32,0.33,11.4,1
4533,6.529999999999999,0.049,3.14,0.35,10.5,0
4534,6.91,0.04,3.13,0.3,12.4,1
4535,8.09,0.047,3.06,0.45,9.1,1
4536,8.120000000000001,0.049,3.06,0.45,9.1,1
4537,8.85,0.049,3.18,0.52,10.1,0
4538,7.489999999999999,0.032,2.99,0.39,10.9,1
4539,8.8,0.026,3.13,0.35,11.05,0
4540,6.38,0.026,3.26,0.58,12.75,1
4541,6.57,0.025,3.36,0.37,12.7,1
4542,7.550000000000001,0.037,3.05,0.54,11.1,0
4543,7.550000000000001,0.037,3.05,0.54,11.1,0
4544,6.38,0.026,3.26,0.58,12.75,1
4545,7.08,0.021,3.19,0.31,13.0,1
4546,7.01,0.033,2.96,0.61,12.0,1
4547,6.510000000000001,0.022,3.35,0.35,11.5,1
4548,7.08,0.047,3.39,0.6,10.5,0
4549,7.550000000000001,0.037,3.05,0.54,11.1,0
4550,7.36,0.047,3.1,0.46,11.1,1
4551,7.550000000000001,0.048,3.11,0.47,11.1,1
4552,7.21,0.027,3.22,0.73,13.1,1
4553,6.28,0.026,3.26,0.58,12.75,1
4554,6.57,0.025,3.36,0.37,12.7,1
4555,7.55,0.094,3.09,0.44,9.6,0
4556,6.7,0.028,3.26,0.72,11.7,0
4557,6.93,0.042,3.17,0.59,9.7,1
4558,6.340000000000001,0.033,3.38,0.59,10.9,1
4559,7.44,0.04,3.34,0.54,10.7,1
4560,5.89,0.022,3.33,0.54,13.8,1
4561,6.52,0.035,3.11,0.48,12.15,1
4562,6.079999999999999,0.028,3.49,0.42,10.8,1
4563,6.129999999999999,0.03,3.4,0.34,10.7,1
4564,7.58,0.036,3.16,0.48,10.8,1
4565,6.74,0.039,3.66,0.55,10.8,0
4566,9.219999999999999,0.03,3.03,0.49,12.0,0
4567,6.74,0.039,3.66,0.55,10.8,0
4568,6.970000000000001,0.055,3.23,0.44,12.2,1
4569,6.720000000000001,0.05,3.18,0.55,9.4,1
4570,6.24,0.029,3.3,0.4,11.4,1
4571,6.2,0.027,3.35,0.38,12.5,1
4572,6.14,0.024,3.2,0.46,13.05,1
4573,7.3500000000000005,0.026,3.1,0.4,12.4,1
4574,6.66,0.03,3.08,0.56,12.9,1
4575,6.6899999999999995,0.034,3.34,0.59,12.0,1
4576,6.49,0.036,3.19,0.38,11.3,0
4577,6.79,0.05,3.21,0.49,10.0,1
4578,5.25,0.042,3.42,0.64,11.8,1
4579,6.46,0.045,2.99,0.69,9.4,1
4580,6.140000000000001,0.047,2.97,0.66,8.8,1
4581,6.529999999999999,0.038,3.46,0.43,11.1,1
4582,7.18,0.048,3.1,1.01,10.5,1
4583,7.000000000000001,0.05,2.86,0.49,9.3,1
4584,6.49,0.042,3.02,0.54,11.4,1
4585,5.5600000000000005,0.03,3.41,0.64,11.8,1
4586,6.07,0.029,3.28,0.36,12.4,1
4587,8.68,0.035,3.12,0.36,11.6,1
4588,7.03,0.05,3.26,0.58,11.1,0
4589,6.07,0.029,3.28,0.36,12.4,1
4590,7.03,0.041,3.22,0.49,11.1,1
4591,8.11,0.042,3.01,0.55,11.0,1
4592,7.45,0.036,3.12,0.46,12.2,1
4593,7.17,0.053,3.2,0.56,11.0,1
4594,6.52,0.035,3.32,0.47,12.9,1
4595,7.789999999999999,0.037,3.07,0.42,10.9,1
4596,7.5200000000000005,0.069,3.22,0.59,13.4,1
4597,7.36,0.033,3.15,0.5,10.7,1
4598,7.17,0.053,3.2,0.56,11.0,1
4599,6.99,0.027,3.3,0.39,11.4,1
4600,8.860000000000001,0.043,3.0,0.47,10.2,1
4601,7.48,0.03,2.8,0.54,11.0,1
4602,6.91,0.044,3.06,0.43,9.1,1
4603,5.51,0.032,3.18,0.4,11.0,1
4604,7.47,0.037,3.11,0.37,11.5,1
4605,7.11,0.036,3.16,0.59,12.0,1
4606,7.510000000000001,0.04,3.04,0.58,11.2,0
4607,7.18,0.033,3.12,0.39,11.2,1
4608,6.83,0.032,2.9,0.69,12.6,1
4609,6.655,0.032,3.14,0.4,11.0,0
4610,6.700000000000001,0.03,3.22,0.48,10.8,1
4611,6.680000000000001,0.034,3.25,0.48,10.9,0
4612,6.35,0.041,3.16,0.49,9.8,0
4613,6.2700000000000005,0.04,3.15,0.48,9.8,0
4614,7.609999999999999,0.094,2.9,0.49,9.5,0
4615,6.82,0.032,3.26,0.47,11.26666667,1
4616,7.95,0.039,3.01,0.62,10.8,0
4617,5.88,0.036,3.36,0.77,13.4,1
4618,6.82,0.032,3.26,0.47,11.3,1
4619,7.140000000000001,0.06,3.22,0.48,8.9,0
4620,6.970000000000001,0.038,3.07,0.42,11.2,1
4621,8.185,0.047,3.22,0.52,11.5,1
4622,7.22,0.036,3.26,0.55,13.0,1
4623,7.3,0.038,3.36,0.73,12.6,1
4624,7.050000000000001,0.032,3.26,0.52,13.1,1
4625,9.020000000000001,0.034,3.05,0.48,11.2,0
4626,7.51,0.034,3.39,0.49,11.7,1
4627,6.66,0.041,3.18,0.5,10.9,1
4628,6.66,0.041,3.18,0.5,10.9,1
4629,6.18,0.041,3.04,0.45,11.6,1
4630,6.2700000000000005,0.041,3.23,0.53,10.4,1
4631,7.199999999999999,0.041,3.22,0.58,10.9,1
4632,7.51,0.034,3.39,0.49,11.7,1
4633,6.890000000000001,0.043,3.23,0.64,10.8,1
4634,6.47,0.038,3.11,0.59,11.2,1
4635,6.295,0.033,3.25,0.49,10.0,1
4636,7.26,0.048,3.28,0.57,10.56666667,0
4637,6.65,0.036,3.04,0.64,11.73333333,1
4638,7.26,0.048,3.28,0.57,10.6,0
4639,7.7,0.049,3.26,0.54,10.5,1
4640,6.65,0.036,3.04,0.64,11.75,1
4641,7.22,0.035,3.01,0.63,11.4,1
4642,6.24,0.03,3.37,0.43,12.4,1
4643,7.06,0.043,3.24,0.5,10.1,1
4644,7.31,0.035,3.09,0.47,12.3,1
4645,5.58,0.034,3.32,0.32,13.1,1
4646,6.36,0.037,3.29,0.55,10.65,1
4647,6.35,0.042,3.36,0.48,11.4,1
4648,7.5200000000000005,0.117,3.11,0.57,9.3,0
4649,6.455,0.042,3.44,0.44,10.2,0
4650,6.3549999999999995,0.042,3.44,0.44,10.2,0
4651,6.34,0.033,3.26,0.58,13.1,1
4652,6.949999999999999,0.051,3.24,0.5,9.6,0
4653,6.94,0.035,3.1,0.47,12.8,1
4654,6.7,0.048,3.09,0.59,10.96666667,1
4655,6.7,0.048,3.09,0.59,10.96666667,1
4656,6.7,0.048,3.09,0.59,10.96666667,1
4657,6.7,0.048,3.09,0.59,11.0,1
4658,7.779999999999999,0.036,3.21,0.47,13.4,1
4659,7.1,0.04,2.87,0.48,11.2,1
4660,7.34,0.027,3.27,0.63,12.4,1
4661,8.64,0.048,3.09,0.47,11.2,0
4662,7.83,0.028,3.14,0.41,12.4,1
4663,6.5,0.036,3.32,0.58,10.13333333,1
4664,6.6,0.034,3.32,0.58,10.13333333,1
4665,7.83,0.028,3.14,0.41,12.4,1
4666,7.24,0.057,3.17,0.44,9.1,0
4667,6.6,0.034,3.32,0.58,10.15,1
4668,6.5,0.036,3.32,0.58,10.15,1
4669,6.670000000000001,0.049,3.46,0.44,11.5,0
4670,7.375,0.035,3.08,0.54,8.9,1
4671,5.375,0.036,3.47,0.46,10.46666667,0
4672,5.375,0.036,3.47,0.46,10.46666667,0
4673,6.800000000000001,0.028,3.28,0.51,11.8,1
4674,6.4399999999999995,0.034,3.35,0.58,11.63333333,1
4675,6.28,0.04,3.29,0.62,10.6,1
4676,7.07,0.045,3.18,0.52,9.6,1
4677,6.800000000000001,0.028,3.28,0.51,11.8,1
4678,7.375,0.035,3.08,0.54,8.9,1
4679,5.175,0.036,3.47,0.46,10.5,0
4680,7.47,0.058,3.17,0.39,10.2,0
4681,6.239999999999999,0.025,3.29,0.33,13.1,1
4682,7.45,0.027,3.11,0.31,11.8,1
4683,7.15,0.041,3.06,0.37,12.2,1
4684,6.58,0.036,3.44,0.44,11.45,1
4685,7.78,0.062,3.23,0.49,10.5,0
4686,7.47,0.058,3.17,0.39,10.2,0
4687,7.180000000000001,0.035,2.88,0.36,9.0,1
4688,7.180000000000001,0.035,2.88,0.36,9.0,1
4689,7.180000000000001,0.035,2.88,0.36,9.0,1
4690,7.180000000000001,0.035,2.88,0.36,9.0,1
4691,7.4,0.043,2.93,0.52,9.1,1
4692,6.680000000000001,0.053,3.38,0.54,8.8,0
4693,7.180000000000001,0.035,2.88,0.36,9.0,1
4694,7.4,0.043,2.93,0.52,9.1,1
4695,7.37,0.032,3.13,0.65,12.9,1
4696,6.65,0.03,3.19,0.96,13.0,1
4697,7.37,0.032,3.13,0.65,12.9,1
4698,8.01,0.173,3.04,0.46,9.2,1
4699,7.43,0.041,3.1,0.56,9.8,0
4700,7.43,0.041,3.1,0.56,9.8,0
4701,7.18,0.044,3.26,0.38,10.1,1
4702,7.18,0.044,3.26,0.38,10.1,1
4703,6.300000000000001,0.037,3.33,0.42,10.9,1
4704,7.16,0.053,3.2,0.51,9.6,1
4705,6.130000000000001,0.053,3.36,0.37,10.4,1
4706,6.72,0.031,3.03,0.3,11.8,1
4707,5.965,0.051,3.4,0.38,10.8,1
4708,7.8100000000000005,0.034,3.28,0.57,10.6,1
4709,6.42,0.033,3.35,0.5,12.7,1
4710,6.04,0.03,3.3,0.43,12.2,1
4711,5.765000000000001,0.051,3.4,0.38,10.8,1
4712,6.130000000000001,0.053,3.36,0.37,10.4,1
4713,6.960000000000001,0.04,3.25,0.47,11.1,1
4714,6.72,0.031,3.03,0.3,11.8,1
4715,7.170000000000001,0.034,3.29,0.31,10.0,1
4716,6.195,0.033,3.12,0.59,10.8,1
4717,5.404999999999999,0.074,3.31,0.4,10.3,1
4718,5.590000000000001,0.043,3.24,0.48,9.9,1
4719,7.170000000000001,0.034,3.29,0.31,10.0,1
4720,7.1899999999999995,0.044,3.11,0.56,12.25,0
4721,6.75,0.036,3.34,0.52,10.2,1
4722,6.53,0.053,3.06,0.5,9.4,1
4723,7.28,0.05,3.18,0.46,9.7,1
4724,6.75,0.036,3.34,0.52,10.2,1
4725,7.54,0.038,3.04,0.65,10.4,1
4726,7.26,0.035,3.49,0.74,12.2,1
4727,6.53,0.053,3.06,0.5,9.4,1
4728,7.72,0.035,3.12,0.4,10.6,1
4729,7.55,0.05,3.27,0.47,10.7,0
4730,8.8,0.048,3.24,0.49,11.85,0
4731,5.989999999999999,0.031,3.34,0.46,11.7,1
4732,5.989999999999999,0.031,3.34,0.46,11.7,1
4733,5.6049999999999995,0.03,3.55,0.44,10.15,1
4734,5.97,0.026,3.33,0.44,11.63333333,1
4735,6.53,0.042,3.22,0.54,10.8,1
4736,6.5200000000000005,0.042,3.22,0.54,10.8,1
4737,6.66,0.031,3.25,0.26,12.3,1
4738,6.05,0.029,3.36,0.66,12.5,1
4739,5.97,0.026,3.33,0.44,11.65,1
4740,6.78,0.05,3.24,0.49,9.6,0
4741,6.679999999999999,0.034,3.24,0.46,10.9,1
4742,6.59,0.035,3.23,0.46,10.8,1
4743,6.51,0.032,3.32,0.44,11.2,0
4744,5.430000000000001,0.043,3.67,0.57,10.0,0
4745,6.609999999999999,0.047,3.44,0.64,10.5,0
4746,7.03,0.043,2.86,0.46,9.1,1
4747,6.359999999999999,0.029,3.23,0.49,10.5,1
4748,6.68,0.05,3.12,0.61,9.3,0
4749,6.8,0.051,3.13,0.62,9.3,1
4750,6.51,0.032,3.32,0.44,11.2,0
4751,8.28,0.033,3.14,0.62,10.6,1
4752,5.71,0.035,3.23,0.64,12.1,1
4753,5.92,0.032,3.43,0.77,12.0,1
4754,6.94,0.043,3.16,0.5,9.7,1
4755,7.619999999999999,0.027,3.12,0.48,12.4,1
4756,6.64,0.035,3.18,0.47,13.6,1
4757,6.64,0.035,3.18,0.47,13.6,1
4758,7.05,0.04,2.98,0.53,11.8,1
4759,7.029999999999999,0.052,3.16,0.37,10.0,1
4760,7.029999999999999,0.052,3.16,0.37,10.0,1
4761,6.620000000000001,0.035,3.12,0.38,9.1,1
4762,6.680000000000001,0.037,3.47,0.42,11.9,1
4763,5.95,0.031,3.31,0.58,11.75,1
4764,6.45,0.046,3.24,0.41,11.4,1
4765,5.84,0.038,3.56,0.48,13.0,1
4766,6.970000000000001,0.055,3.27,0.5,12.4,1
4767,7.04,0.052,3.3,0.42,9.4,1
4768,7.37,0.047,3.16,0.5,9.6,1
4769,7.37,0.047,3.16,0.5,9.6,1
4770,7.37,0.047,3.16,0.5,9.6,1
4771,7.37,0.047,3.16,0.5,9.6,1
4772,7.130000000000001,0.057,3.16,0.51,9.1,0
4773,5.72,0.048,3.24,0.37,12.0,1
4774,7.68,0.045,3.16,0.46,11.2,0
4775,5.67,0.076,3.32,0.47,10.1,1
4776,6.470000000000001,0.076,3.13,0.45,10.3,1
4777,6.49,0.034,3.16,0.56,12.3,1
4778,6.305000000000001,0.031,2.97,0.4,10.55,1
4779,6.59,0.037,3.1,0.4,10.9,0
4780,6.1899999999999995,0.042,3.15,0.48,9.7,0
4781,5.999999999999999,0.043,3.14,0.48,9.8,0
4782,7.5,0.045,3.04,0.53,8.9,1
4783,7.5,0.045,3.04,0.53,8.9,1
